Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy_Glauber	Heat_Capacity_Glauber	Heat_Capacity_Over_Temp	Entropy_Glauber	Prob1	Prob0	Prob_-1
1.343	0.08463	0.0735667	0.0805167	0.00341355	0.00246361	0.00245372	-559.715	318.014	236.794	0.199219	0.390874	0.391372	0.217753
1.342	0.0924533	0.08461	0.0824367	0.00349744	0.00314317	0.00257972	-563.585	311.152	231.857	0.199482	0.392166	0.391977	0.215858
1.341	0.08681	0.0763433	0.0857433	0.00278178	0.00228239	0.00302668	-562.103	315.513	235.282	0.199739	0.391561	0.391602	0.216837
1.34	0.07651	0.0836833	0.0803433	0.00260385	0.00312584	0.00273898	-562.171	318.334	237.562	0.200001	0.391948	0.391791	0.216261
1.339	0.0842433	0.0806667	0.0877433	0.00278963	0.00244423	0.00292717	-558.862	346.231	258.574	0.200265	0.391029	0.390864	0.218107
1.338	0.07231	0.0843533	0.0852967	0.00212231	0.00256843	0.0028961	-561.135	312.479	233.541	0.200552	0.391682	0.391562	0.216756
1.337	0.0842333	0.0749533	0.0833067	0.00279923	0.00258614	0.00287538	-561.559	321.89	240.755	0.200812	0.391536	0.391647	0.216818
1.336	0.0760867	0.07448	0.0806767	0.00271525	0.00226919	0.00275547	-562.298	323.894	242.436	0.201079	0.391646	0.391904	0.21645
1.335	0.07987	0.08091	0.0765	0.00272835	0.00292581	0.00274495	-560.357	319.937	239.653	0.201348	0.391336	0.391427	0.217238
1.334	0.0759933	0.0806633	0.0792867	0.00217042	0.00265453	0.00241151	-563.766	294.521	220.781	0.201615	0.391637	0.391691	0.216672
1.333	0.0811867	0.07781	0.0797667	0.00240426	0.00242884	0.00273844	-563.046	320.221	240.226	0.20186	0.391611	0.391492	0.216897
1.332	0.0766133	0.0831433	0.0795033	0.00279071	0.00311203	0.00256567	-563.489	309.36	232.252	0.202127	0.392024	0.39186	0.216116
1.331	0.0814433	0.0894567	0.0856367	0.0026526	0.00337907	0.00309161	-564.896	341.061	256.245	0.202385	0.392106	0.392038	0.215857
1.33	0.08036	0.0781467	0.07966	0.00290085	0.00248387	0.00248025	-563.439	306.204	230.229	0.20267	0.391836	0.391544	0.21662
1.329	0.08184	0.0739167	0.0807933	0.00262131	0.00271874	0.00269885	-562.693	283.685	213.458	0.202926	0.391989	0.392083	0.215928
1.328	0.07953	0.0707767	0.0802567	0.00262809	0.00214731	0.00241606	-563.569	319.462	240.558	0.203163	0.392004	0.391637	0.216359
1.327	0.08076	0.08129	0.0804933	0.00290527	0.00252688	0.00317495	-567.047	309.824	233.477	0.20343	0.392317	0.392691	0.214992
1.326	0.0697167	0.0769267	0.07306	0.00203509	0.00238123	0.00224709	-564.881	308.99	233.024	0.203689	0.392434	0.39212	0.215446
1.325	0.08706	0.0816167	0.0756033	0.00294221	0.00289233	0.00237938	-567.153	303.527	229.077	0.203948	0.392949	0.392518	0.214533
1.324	0.0762	0.0753967	0.0713833	0.00253033	0.0021402	0.00198908	-568.211	339.225	256.212	0.204203	0.392927	0.392491	0.214582
1.323	0.0822367	0.0903767	0.07765	0.00289173	0.00337163	0.0026153	-568.519	335.641	253.697	0.204488	0.39274	0.392903	0.214357
1.322	0.0757367	0.0775467	0.0870467	0.00227031	0.0025797	0.00341672	-566.823	319.266	241.502	0.204769	0.392279	0.392178	0.215543
1.321	0.07558	0.0870367	0.0832067	0.00223993	0.00324139	0.00318715	-567.002	300.418	227.417	0.205038	0.392163	0.392531	0.215306
1.32	0.0808867	0.0838033	0.07868	0.00304693	0.00305942	0.00305126	-567.946	327.19	247.871	0.20529	0.392624	0.392361	0.215014
1.319	0.0812167	0.08325	0.0794033	0.00297463	0.00288781	0.00286085	-566.99	351.206	266.267	0.205566	0.3928	0.39263	0.21457
1.318	0.0875367	0.0858733	0.0901067	0.00309021	0.00287221	0.00329881	-568.346	329.295	249.844	0.205862	0.392743	0.392656	0.214601
1.317	0.0807267	0.0783933	0.08906	0.00325628	0.00278829	0.00321997	-569.07	306.633	232.827	0.206139	0.39289	0.392941	0.214169
1.316	0.0880067	0.0776533	0.07862	0.00311348	0.00275328	0.00264553	-569.055	295.137	224.268	0.206398	0.392907	0.392951	0.214142
1.315	0.0764367	0.0821233	0.0800133	0.00242363	0.0031437	0.00266792	-570.427	328.334	249.683	0.206647	0.393207	0.393064	0.213729
1.314	0.0725867	0.0764667	0.07433	0.00220333	0.00252825	0.00231435	-569.5	339.196	258.14	0.206925	0.39334	0.392794	0.213866
1.313	0.07411	0.07888	0.0848967	0.0023351	0.00257594	0.00319975	-571.244	317.76	242.011	0.207211	0.393347	0.39298	0.213673
1.312	0.0845967	0.0795	0.08168	0.00307908	0.0030818	0.00301092	-571.197	287.35	219.017	0.20748	0.393144	0.393297	0.213559
1.311	0.0791833	0.0811533	0.0867167	0.00258292	0.00264992	0.00318214	-570.38	301.711	230.138	0.207724	0.392836	0.393013	0.214151
1.31	0.07627	0.08148	0.0803533	0.00237097	0.00293648	0.00287363	-571.878	346.968	264.861	0.207979	0.393568	0.393189	0.213243
1.309	0.08541	0.08246	0.0909933	0.00297312	0.00298567	0.00343855	-574.78	261.738	199.953	0.208274	0.393822	0.393708	0.21247
1.308	0.0781667	0.08228	0.0848633	0.00249556	0.00275512	0.00324557	-572.666	323.632	247.425	0.208496	0.393526	0.393431	0.213043
1.307	0.0877667	0.07718	0.0833233	0.00323145	0.00284899	0.00302655	-572.787	313.705	240.019	0.208771	0.393468	0.393671	0.212861
1.306	0.0747433	0.0749267	0.0784933	0.00230476	0.00230878	0.00275411	-572.05	325.522	249.251	0.209037	0.393204	0.393223	0.213572
1.305	0.0787833	0.0798467	0.0848533	0.00298319	0.00288831	0.00304698	-573.719	383.545	293.904	0.209314	0.393606	0.393647	0.212748
1.304	0.08218	0.0836233	0.08175	0.00278572	0.00307407	0.00287319	-573.167	340.123	260.831	0.209641	0.39355	0.393823	0.212627
1.303	0.0780033	0.08765	0.08712	0.00274156	0.00356763	0.0033277	-573.672	307.133	235.712	0.209931	0.393854	0.394019	0.212127
1.302	0.06925	0.0741	0.0790833	0.00220447	0.00256765	0.00257955	-571.566	311.582	239.311	0.210193	0.3934	0.393573	0.213027
1.301	0.0890733	0.0879767	0.09191	0.00377889	0.00310982	0.00350297	-574.97	335.001	257.495	0.210459	0.393912	0.393652	0.212436
1.3	0.0789533	0.07869	0.0807767	0.00245652	0.0025045	0.00246136	-575.219	285.861	219.893	0.210745	0.393974	0.39415	0.211876
1.299	0.0913867	0.0896767	0.0845733	0.00367494	0.0033592	0.00314661	-575.418	344.667	265.332	0.210989	0.393669	0.394001	0.21233
1.298	0.0838167	0.0833233	0.0760267	0.00319995	0.00343497	0.00271532	-575.434	335.715	258.64	0.211284	0.393976	0.393882	0.212142
1.297	0.0938867	0.0842867	0.0898467	0.00332367	0.0034459	0.00338042	-575.342	307.009	236.707	0.211571	0.393902	0.393891	0.212207
1.296	0.0804533	0.0851267	0.0820167	0.00323158	0.00269097	0.00306215	-575.758	302.501	233.411	0.211834	0.394222	0.394339	0.211439
1.295	0.0777667	0.0799933	0.0844467	0.00260648	0.00294897	0.00296539	-577.416	313.481	242.07	0.212094	0.394284	0.3945	0.211216
1.294	0.0832533	0.0784067	0.07978	0.0030198	0.00279053	0.00241532	-574.781	315.939	244.157	0.212363	0.394101	0.394063	0.211836
1.293	0.08363	0.08065	0.0839433	0.00287455	0.00279977	0.0033237	-577.054	357.887	276.788	0.212634	0.394153	0.394226	0.211621
1.292	0.0869333	0.08464	0.08272	0.00309989	0.00312515	0.00291679	-578.878	302.152	233.864	0.212941	0.394692	0.394454	0.210853
1.291	0.0826333	0.08049	0.08503	0.00338385	0.00317058	0.00322434	-577.424	322.076	249.478	0.213201	0.39454	0.394729	0.210731
1.29	0.0815367	0.08727	0.0804167	0.00296664	0.00300429	0.00294063	-575.877	329.202	255.196	0.213478	0.394322	0.394143	0.211534
1.289	0.0855133	0.0892933	0.07661	0.00311339	0.0033064	0.00265595	-576.362	318.164	246.83	0.213762	0.393681	0.393811	0.212508
1.288	0.08816	0.0857967	0.07919	0.00339758	0.00332839	0.00260906	-578.574	334.091	259.388	0.214036	0.394804	0.394262	0.210933
1.287	0.08815	0.09414	0.08514	0.00298369	0.00415631	0.00348815	-580.775	350.293	272.178	0.214324	0.394884	0.394783	0.210332
1.286	0.08679	0.0828233	0.09075	0.00328711	0.00301544	0.00403023	-577.666	315.56	245.381	0.214627	0.394492	0.394242	0.211266
1.285	0.0847333	0.0833533	0.09498	0.003332	0.00350999	0.00400247	-580.04	317.574	247.139	0.214899	0.395051	0.395087	0.209862
1.284	0.0866	0.07865	0.0808833	0.00327537	0.00264914	0.00301122	-577.114	349.155	271.928	0.215174	0.394483	0.394534	0.210982
1.283	0.08588	0.0866667	0.0880667	0.00318712	0.00367183	0.00296352	-580.134	334.417	260.652	0.215476	0.394962	0.394778	0.21026
1.282	0.0894233	0.0842	0.08713	0.00382405	0.00334857	0.00341421	-579.899	315.633	246.204	0.215766	0.394972	0.394899	0.210129
1.281	0.0833233	0.0787733	0.0776167	0.00306822	0.00306515	0.00274386	-580.871	315.297	246.134	0.216039	0.394804	0.394567	0.210629
1.28	0.0816667	0.0845567	0.0812467	0.00293109	0.00317207	0.00328349	-581.853	323.664	252.863	0.216313	0.394964	0.39491	0.210126
1.279	0.0805967	0.0823167	0.0811267	0.00302317	0.00299948	0.0029265	-579.698	346.722	271.089	0.216594	0.394956	0.394551	0.210493
1.278	0.0947833	0.0939233	0.0855367	0.00423213	0.00398249	0.00330157	-581.978	341.597	267.291	0.216895	0.394949	0.39535	0.209701
1.277	0.0870033	0.08695	0.0877633	0.0036038	0.0040265	0.00319912	-581.93	347.623	272.219	0.217192	0.394806	0.394809	0.210386
1.276	0.0903133	0.09345	0.0810033	0.00360283	0.00393472	0.00321096	-582.823	346.682	271.695	0.217495	0.395078	0.395187	0.209736
1.275	0.08953	0.0814867	0.08543	0.00297862	0.00319708	0.00278969	-583.109	325.704	255.454	0.217796	0.39525	0.395388	0.209362
1.274	0.0929133	0.08596	0.09169	0.00388282	0.0026991	0.00329135	-581.015	338.25	265.502	0.21808	0.394966	0.39494	0.210094
1.273	0.0790067	0.08247	0.0768333	0.00298947	0.00289701	0.0025702	-583.122	324.535	254.938	0.218375	0.395307	0.394968	0.209726
1.272	0.0901967	0.08461	0.08255	0.00359004	0.00317806	0.00262019	-581.602	328.465	258.227	0.218658	0.394926	0.394922	0.210152
1.271	0.0881733	0.08421	0.07539	0.00301825	0.00313078	0.00213423	-582.315	360.71	283.8	0.218945	0.395516	0.395276	0.209209
1.27	0.0852967	0.08358	0.0825133	0.00333155	0.00321881	0.00318133	-583.805	347.992	274.01	0.219261	0.395374	0.395327	0.209299
1.269	0.0917367	0.0869967	0.0865133	0.00329067	0.00356022	0.00325206	-585.332	345.886	272.566	0.219565	0.395792	0.396066	0.208142
1.268	0.0880433	0.0862267	0.0885967	0.00333877	0.00302205	0.0032279	-585.471	365.056	287.899	0.219868	0.39545	0.395723	0.208827
1.267	0.0915167	0.09404	0.07651	0.00345904	0.00369997	0.00269442	-585.21	341.389	269.447	0.220188	0.395574	0.39579	0.208636
1.266	0.08347	0.0853367	0.0893067	0.00289375	0.00319715	0.00323141	-586.002	332.084	262.31	0.220487	0.395976	0.395716	0.208309
1.265	0.0821167	0.0772333	0.0836533	0.00304499	0.00269468	0.00295748	-585.22	388.876	307.412	0.220779	0.395393	0.395459	0.209148
1.264	0.07791	0.0861967	0.09335	0.00279492	0.00298667	0.00419864	-585.571	372.386	294.609	0.22112	0.396253	0.395748	0.207999
1.263	0.0899133	0.0793367	0.0905367	0.00331461	0.00300906	0.00330665	-587.216	362.083	286.685	0.221448	0.395657	0.395523	0.20882
1.262	0.0804733	0.0946633	0.0856633	0.00294842	0.00385624	0.00320909	-585.485	310.369	245.934	0.221766	0.395997	0.395906	0.208098
1.261	0.0848267	0.0837867	0.08502	0.00323282	0.00310846	0.00314378	-587.099	330.945	262.447	0.222039	0.396142	0.396104	0.207753
1.26	0.0907367	0.08394	0.0872267	0.0035127	0.0029196	0.00310125	-586.669	320.186	254.116	0.222331	0.395658	0.39555	0.208792
1.259	0.0885667	0.08504	0.0835933	0.00321325	0.0032708	0.00311263	-588.249	383.552	304.648	0.222613	0.396386	0.396148	0.207467
1.258	0.0917533	0.0805833	0.09027	0.00362654	0.00317732	0.00371991	-587.693	326.44	259.492	0.222952	0.395879	0.396348	0.207773
1.257	0.0870067	0.0862367	0.0885	0.00334114	0.00360596	0.00337936	-587.693	362.078	288.049	0.22324	0.396354	0.396411	0.207234
1.256	0.0869033	0.08199	0.0798	0.00318321	0.00305533	0.00291442	-588.95	380.98	303.328	0.22356	0.39646	0.396544	0.206996
1.255	0.101313	0.08753	0.0843467	0.00432447	0.00308181	0.00295337	-590.006	337.098	268.604	0.223897	0.396551	0.396083	0.207366
1.254	0.0833567	0.0855333	0.0850667	0.00331925	0.00348308	0.00348454	-588.062	384.234	306.407	0.224196	0.396299	0.396293	0.207408
1.253	0.09782	0.0893767	0.07664	0.00390998	0.00335721	0.00242212	-589.671	360.167	287.443	0.224536	0.396442	0.396539	0.207019
1.252	0.0922067	0.08336	0.08653	0.00352483	0.00318584	0.00323145	-589.443	330.031	263.603	0.224856	0.396138	0.396463	0.207399
1.251	0.0856133	0.0843733	0.0895333	0.00328697	0.00299102	0.00408371	-591.737	373.857	298.846	0.225149	0.397032	0.396737	0.206231
1.25	0.07992	0.09208	0.0846767	0.00329704	0.00421304	0.0028895	-592.236	337.695	270.156	0.225481	0.39682	0.39705	0.20613
1.249	0.0935233	0.0975367	0.0871233	0.00380174	0.00404374	0.00318668	-591.396	346.161	277.15	0.225781	0.396701	0.396591	0.206708
1.248	0.08421	0.0854633	0.08309	0.00290157	0.00321528	0.00373005	-594.432	369.703	296.236	0.226089	0.397766	0.397471	0.204763
1.247	0.09013	0.0818367	0.0855567	0.00352098	0.00296608	0.00312947	-590.496	358.202	287.251	0.226418	0.396709	0.396712	0.206579
1.246	0.09266	0.08017	0.09084	0.00402553	0.00331006	0.00373405	-593.951	351.229	281.885	0.226737	0.397353	0.397346	0.205301
1.245	0.08799	0.0945267	0.0962033	0.00331712	0.00369256	0.00394513	-593.772	352.9	283.454	0.22705	0.397216	0.397176	0.205609
1.244	0.0852567	0.08332	0.0861233	0.00339266	0.00312453	0.00311061	-592.805	358.091	287.855	0.227365	0.397187	0.397142	0.205671
1.243	0.0909167	0.0983533	0.09385	0.00401448	0.00382385	0.00401844	-593.149	352.41	283.516	0.227685	0.3972	0.397142	0.205658
1.242	0.0866767	0.0847567	0.08309	0.00373146	0.00291164	0.0030261	-596.295	375.031	301.958	0.228	0.397542	0.397417	0.205041
1.241	0.0945833	0.09956	0.08841	0.00466785	0.00376469	0.00338495	-595.667	322.034	259.495	0.228336	0.397623	0.397237	0.20514
1.24	0.0916267	0.0838967	0.0927133	0.00375921	0.00307278	0.00385503	-595.567	360.347	290.602	0.228624	0.39749	0.397578	0.204932
1.239	0.0810933	0.0885233	0.08059	0.00349589	0.00324052	0.0030869	-595.374	366.608	295.89	0.228947	0.397731	0.397529	0.20474
1.238	0.0872867	0.0865067	0.0898367	0.00326011	0.00371301	0.00372061	-595.639	335.958	271.372	0.229276	0.39745	0.397391	0.205159
1.237	0.0866767	0.0925133	0.08731	0.00324533	0.00353597	0.00369144	-595.497	341.365	275.962	0.229577	0.397368	0.397386	0.205247
1.236	0.0905933	0.0879667	0.0968933	0.0038136	0.00335347	0.00430278	-598.513	368.914	298.474	0.229884	0.397903	0.397952	0.204144
1.235	0.09578	0.0917167	0.0854067	0.00410342	0.00382938	0.00341045	-595.827	369.23	298.972	0.230215	0.397507	0.397701	0.204792
1.234	0.0862033	0.0787067	0.0908733	0.00351952	0.00298264	0.00398984	-598.638	398.162	322.659	0.230547	0.398577	0.398147	0.203277
1.233	0.0892833	0.0793967	0.0888367	0.00343614	0.00355758	0.00345527	-597.711	359.762	291.777	0.230906	0.39813	0.398124	0.203746
1.232	0.0863667	0.08249	0.0801167	0.00348853	0.00310457	0.00269601	-596.637	351.194	285.06	0.23123	0.398121	0.397992	0.203887
1.231	0.0913367	0.0800933	0.0926567	0.00372837	0.00285825	0.00364488	-598.741	367.733	298.727	0.231547	0.398189	0.398491	0.20332
1.23	0.0914333	0.0890667	0.0935	0.00377865	0.00391105	0.00424057	-597.029	349.888	284.462	0.231879	0.398051	0.398171	0.203778
1.229	0.09115	0.0862467	0.0789767	0.00399512	0.00365141	0.00323443	-600.397	373.697	304.066	0.232195	0.398262	0.398491	0.203247
1.228	0.0811667	0.0818733	0.0886967	0.00346046	0.00341719	0.00377262	-597.912	368.906	300.412	0.232533	0.397981	0.398107	0.203912
1.227	0.0877	0.0904133	0.09578	0.00386786	0.00411537	0.00383321	-600.684	367.734	299.702	0.232867	0.398421	0.398439	0.20314
1.226	0.0776733	0.09303	0.0759833	0.00300744	0.00404813	0.0029964	-600.64	334.018	272.445	0.2332	0.398553	0.39856	0.202887
1.225	0.08249	0.09478	0.0976	0.00351535	0.00403454	0.00468901	-600.583	330.959	270.17	0.233502	0.398529	0.398252	0.203219
1.224	0.09385	0.08711	0.10232	0.00434542	0.0035037	0.00407122	-597.055	317.616	259.49	0.233802	0.397828	0.397659	0.204513
1.223	0.0850333	0.08534	0.09	0.0033617	0.00333478	0.00342002	-599.34	373.377	305.296	0.234091	0.398228	0.39841	0.203362
1.222	0.0952333	0.0865167	0.08086	0.00393554	0.00340745	0.00309943	-600.209	354.254	289.897	0.23443	0.398367	0.39849	0.203143
1.221	0.08752	0.0934667	0.0969533	0.00343406	0.0039533	0.00404128	-602.079	380.947	311.996	0.234752	0.398682	0.398522	0.202796
1.22	0.100077	0.1058	0.0889067	0.00435931	0.00526722	0.00409039	-602.862	368.342	301.92	0.235099	0.398913	0.398892	0.202194
1.219	0.0997133	0.0847367	0.08739	0.00469385	0.00345819	0.00384324	-602.425	353.172	289.723	0.235434	0.398877	0.39861	0.202513
1.218	0.0851367	0.09934	0.0863433	0.00363886	0.00401696	0.00360529	-604.122	366.037	300.523	0.235756	0.398933	0.399227	0.20184
1.217	0.08777	0.0796733	0.0843267	0.00425852	0.00274771	0.00345441	-604.105	346.27	284.527	0.23609	0.398978	0.398892	0.20213
1.216	0.0784467	0.0908133	0.0895567	0.00366719	0.00494765	0.00381476	-603.685	412.639	339.342	0.236406	0.399053	0.398906	0.202041
1.215	0.0946333	0.0901967	0.0906633	0.00441628	0.0037148	0.00411372	-603.461	351.468	289.274	0.236783	0.398914	0.399359	0.201727
1.214	0.09008	0.0929033	0.09442	0.00450285	0.00384201	0.00463791	-603.548	358.276	295.12	0.237105	0.39893	0.39876	0.20231
1.213	0.0906033	0.0944867	0.105413	0.00419355	0.00365888	0.00482122	-605.587	395.749	326.256	0.237433	0.399418	0.399621	0.200961
1.212	0.0970867	0.0926833	0.09366	0.0039665	0.0036798	0.00385464	-603.552	412.488	340.336	0.237795	0.398867	0.399197	0.201937
1.211	0.0888267	0.0968867	0.0889533	0.00390254	0.00407839	0.00439302	-606.077	373.089	308.084	0.238173	0.399572	0.399368	0.20106
1.21	0.0885333	0.0943167	0.08767	0.00348489	0.00438676	0.00384377	-603.81	334.366	276.336	0.238516	0.398909	0.399047	0.202044
1.209	0.08257	0.09023	0.0841067	0.00314751	0.00350367	0.00358296	-605.856	360.675	298.325	0.238823	0.399634	0.399557	0.200809
1.208	0.100277	0.0955267	0.102723	0.00457622	0.00447643	0.00513622	-608.412	355.028	293.898	0.239154	0.400121	0.39993	0.199949
1.207	0.0880533	0.0974067	0.09104	0.00376157	0.00392314	0.00350813	-607.671	350.39	290.298	0.239481	0.399823	0.399388	0.200789
1.206	0.08914	0.0882	0.0988467	0.00391345	0.00321272	0.00437303	-606.707	339.2	281.261	0.239803	0.399898	0.399704	0.200398
1.205	0.0955433	0.0898867	0.0897133	0.00401809	0.00387394	0.00349939	-606.93	362.121	300.516	0.240116	0.399923	0.399547	0.20053
1.204	0.0981267	0.0942033	0.0955767	0.00429302	0.00420052	0.0040191	-607.394	339.648	282.099	0.24045	0.399641	0.399934	0.200424
1.203	0.0943767	0.0839967	0.0800433	0.00422149	0.00307638	0.00302945	-608.61	367.306	305.325	0.240763	0.399881	0.400016	0.200103
1.202	0.0964867	0.0917267	0.110533	0.00421149	0.00381869	0.00500731	-608.997	374.842	311.848	0.241102	0.3998	0.399813	0.200387
1.201	0.08614	0.0829533	0.0867533	0.00349821	0.00339163	0.00306313	-608.444	333.256	277.482	0.241449	0.400143	0.399914	0.199942
1.2	0.0872633	0.0999067	0.09886	0.00335616	0.0044426	0.00500179	-607.87	367.881	306.568	0.241757	0.399811	0.399557	0.200632
1.199	0.0967933	0.09251	0.0980667	0.00467666	0.00387732	0.00392404	-612.335	357.286	297.987	0.242098	0.400681	0.400702	0.198617
1.198	0.10831	0.0954167	0.103847	0.00581788	0.00488548	0.00553157	-610.469	372.263	310.737	0.242429	0.400438	0.400058	0.199504
1.197	0.103043	0.0863	0.0934	0.00443395	0.00350883	0.00448792	-608.304	383.49	320.376	0.242774	0.400054	0.400022	0.199923
1.196	0.0886467	0.0979633	0.0942267	0.00321499	0.00462452	0.00458607	-610.518	366.018	306.035	0.24313	0.399917	0.400278	0.199806
1.195	0.08922	0.0876833	0.0774767	0.00375029	0.0034191	0.00259847	-610.789	370.642	310.161	0.24347	0.40066	0.400573	0.198767
1.194	0.101683	0.10174	0.10051	0.00431202	0.004909	0.00453902	-613.988	377.186	315.901	0.243815	0.401039	0.400874	0.198087
1.193	0.09368	0.09094	0.0991	0.00409674	0.00371786	0.00485986	-612.417	341.262	286.054	0.244166	0.400673	0.400698	0.198629
1.192	0.0930767	0.0894633	0.0900333	0.00374419	0.00368269	0.0034011	-612.997	384.085	322.219	0.244484	0.400827	0.400904	0.198269
1.191	0.0940333	0.0934633	0.0890367	0.00438207	0.00388984	0.00389847	-612.193	363.19	304.945	0.244842	0.400783	0.400468	0.198749
1.19	0.0960067	0.0816333	0.08495	0.00479117	0.00323328	0.00296526	-611.52	408.426	343.215	0.24518	0.400627	0.400917	0.198457
1.189	0.08903	0.0820233	0.0912733	0.0031401	0.00366157	0.00340303	-612.521	365.946	307.776	0.245562	0.400759	0.401154	0.198087
1.188	0.0904567	0.08692	0.0903967	0.00429175	0.00393988	0.00358388	-616.18	394.52	332.088	0.245904	0.401219	0.401303	0.197478
1.187	0.0998667	0.09774	0.112713	0.00464662	0.00480281	0.00533063	-616.224	334.927	282.163	0.246273	0.40118	0.400973	0.197847
1.186	0.0977767	0.0941567	0.09004	0.00434697	0.0038525	0.00371548	-615.066	367.675	310.012	0.246586	0.401246	0.400937	0.197818
1.185	0.0857367	0.108577	0.0930033	0.0033082	0.00559371	0.0045265	-613.689	373.413	315.117	0.246931	0.400949	0.400777	0.198274
1.184	0.103203	0.09653	0.0874	0.00414446	0.00366039	0.00331283	-615.334	334.729	282.711	0.247281	0.40109	0.400997	0.197913
1.183	0.103833	0.0843267	0.104827	0.00428744	0.00336802	0.00494704	-614.994	388.529	328.427	0.247595	0.40094	0.400836	0.198224
1.182	0.11083	0.109823	0.10113	0.00574019	0.00499914	0.00550637	-615.269	391.805	331.477	0.24796	0.401222	0.401063	0.197714
1.181	0.0900933	0.0971833	0.0993933	0.00407744	0.00442598	0.00473236	-615.908	377.359	319.525	0.248328	0.401003	0.40122	0.197777
1.18	0.0977933	0.0999233	0.09749	0.00497471	0.00487874	0.00514731	-616.292	362.549	307.245	0.248683	0.401112	0.401032	0.197856
1.179	0.0956633	0.0834267	0.0785033	0.00435416	0.00339215	0.00307816	-617.65	350.181	297.015	0.249025	0.401439	0.401674	0.196887
1.178	0.09443	0.0959067	0.0984567	0.00413087	0.00435754	0.00447939	-619.66	401.201	340.578	0.249355	0.401997	0.401877	0.196127
1.177	0.0872833	0.09181	0.09536	0.00364003	0.00428672	0.00437791	-616.977	406.457	345.333	0.249733	0.401439	0.401297	0.197264
1.176	0.0902	0.0952167	0.09238	0.00333449	0.00448906	0.00383328	-620.162	421.163	358.131	0.250117	0.401882	0.401886	0.196232
1.175	0.109413	0.10551	0.105413	0.00462622	0.00529175	0.00547585	-619.728	396.67	337.591	0.250515	0.401698	0.401997	0.196306
1.174	0.0838267	0.0907433	0.09684	0.00308832	0.00443469	0.00415542	-618.625	421.035	358.633	0.25089	0.401684	0.40167	0.196646
1.173	0.0892333	0.0824467	0.0913233	0.00340486	0.00310663	0.0041284	-619.761	333.846	284.608	0.251288	0.401762	0.402026	0.196212
1.172	0.09105	0.08649	0.0927733	0.00387396	0.00371015	0.0040408	-620.61	346.807	295.91	0.251604	0.401783	0.401939	0.196278
1.171	0.0848533	0.09262	0.0904667	0.0035719	0.00454155	0.00428681	-619.833	362.951	309.95	0.251933	0.402143	0.402212	0.195644
1.17	0.0913833	0.0932233	0.10153	0.004071	0.00417178	0.00477298	-620.807	376.178	321.519	0.252278	0.402103	0.402251	0.195646
1.169	0.0957167	0.104967	0.0930167	0.00453371	0.00494656	0.00398557	-621.67	396.198	338.921	0.252635	0.401859	0.401792	0.196349
1.168	0.1023	0.0911433	0.0963833	0.00436122	0.00425351	0.00493579	-620.787	390.752	334.548	0.253011	0.402251	0.402087	0.195662
1.167	0.09761	0.1134	0.0972467	0.00441402	0.00627279	0.00449247	-620.735	410.547	351.796	0.253383	0.402206	0.40244	0.195354
1.166	0.0927933	0.09405	0.106517	0.00381913	0.00446946	0.00531327	-621.999	398.184	341.495	0.253774	0.402197	0.402288	0.195516
1.165	0.104247	0.104197	0.09895	0.00511873	0.00532416	0.00426998	-622.122	403.237	346.126	0.254154	0.40235	0.402172	0.195478
1.164	0.09692	0.107457	0.0915933	0.0038046	0.00490747	0.00439727	-622.608	419.81	360.661	0.254538	0.402602	0.40263	0.194768
1.163	0.0891133	0.0992767	0.0961233	0.00355102	0.00527297	0.00488094	-623.857	362.107	311.356	0.254939	0.402871	0.402942	0.194187
1.162	0.100197	0.09036	0.09624	0.00522713	0.00389281	0.00443964	-622.669	369.149	317.684	0.255285	0.402134	0.402658	0.195208
1.161	0.0909133	0.0859167	0.08883	0.00476255	0.00358203	0.00392428	-623.909	340.507	293.288	0.255638	0.402656	0.403002	0.194342
1.16	0.1006	0.10149	0.09708	0.00406479	0.00453819	0.00427805	-623.19	408.585	352.228	0.255964	0.402868	0.402347	0.194786
1.159	0.09546	0.0918667	0.09656	0.00393177	0.00416578	0.00408888	-627.429	364.675	314.646	0.256355	0.403299	0.403263	0.193438
1.158	0.09609	0.08409	0.0945233	0.00419013	0.00306449	0.00370767	-623.195	371.869	321.13	0.256705	0.402503	0.403027	0.19447
1.157	0.0968667	0.101317	0.109523	0.00463738	0.00471905	0.00466855	-624.142	391.371	338.263	0.257061	0.402761	0.402728	0.194511
1.156	0.100607	0.0915733	0.09653	0.00541789	0.00397933	0.00442452	-626.169	353.271	305.598	0.257437	0.403082	0.40317	0.193748
1.155	0.102297	0.0965233	0.0945667	0.00487756	0.00449937	0.00414856	-627.396	376.914	326.333	0.257777	0.403594	0.40343	0.192976
1.154	0.101063	0.103543	0.111153	0.0050994	0.00580592	0.00503124	-625.747	393.663	341.129	0.258139	0.403123	0.403039	0.193838
1.153	0.0918033	0.102493	0.09164	0.00398385	0.00502429	0.00388523	-627.689	340.83	295.603	0.258518	0.403512	0.40326	0.193228
1.152	0.108853	0.0977867	0.09954	0.00663171	0.00503348	0.0044504	-626.029	386.882	335.835	0.258847	0.403093	0.403129	0.193778
1.151	0.09447	0.0972133	0.0960233	0.00441389	0.00441768	0.00502081	-626.24	373.175	324.218	0.25922	0.402699	0.403268	0.194033
